,sequence,start,end
16493,Q12756,1435,1519
16494,Q12766,1,97
16495,Q12766,136,216
16496,Q12774,926,1003
16497,Q12802,1,138
16498,Q12840,864,970
16499,Q12879,1005,1331
16500,Q12879,1343,1464
16501,Q12889,590,678
16502,Q12UQ4,293,479
16503,Q13042,536,620
16504,Q13166,1,79
16505,Q13201,23,110
16506,Q13224,997,1358
16507,Q13224,1370,1484
16508,Q13233,260,337
16509,Q13278,30,110
16510,Q13315,1,81
16511,Q13370,96,195
16512,Q13416,1,92
16513,Q13427,639,754
16514,Q13535,1,83
16515,Q13585,401,597
16516,Q13627,672,763
16517,Q136A4,234,331
16518,Q13873,710,899
16519,Q13873,908,1038
16520,Q13SL2,1,114
16521,Q14004,1358,1501
16522,Q14028,65,154
16523,Q14147,979,1143
16524,Q14191,237,397
16525,Q14191,414,504
16526,Q14191,1353,1432
16527,Q14236,1,149
16528,Q14524,1,123
16529,Q14562,1,100
16530,Q14669,39,151
16531,Q14669,247,384
16532,Q14679,78,215
16533,Q14694,1,78
16534,Q14694,157,392
16535,Q14695,1,138
16536,Q14703,15,156
16537,Q14703,836,1021
16538,Q14721,699,858
16539,Q14739,101,193
16540,Q14766,242,402
16541,Q14766,436,517
16542,Q14766,740,845
16543,Q14767,1,92
16544,Q14767,431,528
16545,Q147X3,52,147
16546,Q14807,493,569
16547,Q148G5,1,84
16548,Q14957,1060,1181
16549,Q149F1,1,120
16550,Q14AX6,412,509
16551,Q14AX6,1302,1465
16552,Q14BI7,1220,1383
16553,Q14JW7,256,360
16554,Q14RS2,1,417
16555,Q14WA6,15,90
16556,Q15058,1,354
16557,Q15058,1508,1648
16558,Q15075,148,243
16559,Q15075,407,486
16560,Q15075,498,746
16561,Q15291,455,538
16562,Q15361,21,214
16563,Q15398,741,846
16564,Q155Z9,1,78
16565,Q155Z9,924,1188
16566,Q155Z9,1318,1434
16567,Q15643,189,425
16568,Q15652,38,131
16569,Q15735,1,178
16570,Q15751,864,1012
16571,Q15751,1100,1346
16572,Q15751,1378,1682
16573,Q15751,1701,1863
16574,Q15751,1884,2002
16575,Q15751,2282,2410
16576,Q15751,2425,2633
16577,Q15751,2990,3168
16578,Q15751,3215,3364
16579,Q15751,3466,3643
16580,Q15JF5,285,453
16581,Q15QE8,1,139
16582,Q15RU7,1,125
16583,Q16363,307,389
16584,Q16650,1,106
16585,Q16659,638,721
16586,Q16706,1,94
16587,Q16787,885,1099
16588,Q16927,1904,2011
16589,Q16927,2065,2169
16590,Q16950,378,453
16591,Q16992,172,265
16592,Q16994,19,216
16593,Q16994,232,406
16594,Q16IB4,140,337
16595,Q16IB4,579,675
16596,Q16IR1,1,97
16597,Q16JS8,1144,1271
16598,Q16KI5,1,97
16599,Q16MY0,370,488
16600,Q16QL3,1,95
16601,Q16RY9,696,784
16602,Q16RY9,859,1027
16603,Q16VC0,435,525
16604,Q16WU7,1,81
16605,Q16YA8,398,501
16606,Q16YE7,295,376
16607,Q16YE7,524,664
16608,Q17062,76,160
16609,Q17093,1,126
16610,Q17298,1,85
16611,Q172W0,1,96
16612,Q17308,721,888
16613,Q17308,906,1141
16614,Q17374,16,332
16615,Q17392,25,119
16616,Q17423,1,133
16617,Q17551,1,108
16618,Q17551,393,480
16619,Q17551,891,1081
16620,Q17604,1,132
16621,Q17695,350,479
16622,Q17800,22,154
16623,Q17833,1,92
16624,Q17902,1,153
16625,Q179T2,1,217
16626,Q17AN4,40,137
16627,Q17BU3,922,1081
16628,Q17BU3,1287,1539
16629,Q17I16,903,1037
16630,Q17NV8,100,291
16631,Q17Q32,309,385
16632,Q17Q32,462,543
16633,Q17QX9,309,473
16634,Q17R09,326,411
16635,Q17RD7,58,142
16636,Q17Y01,284,398
16637,Q18008,1,360
16638,Q18066,1,245
16639,Q18086,64,170
16640,Q18163,355,446
16641,Q18232,1,186
16642,Q18235,1,147
16643,Q18262,1,111
16644,Q18262,206,408
16645,Q18297,662,813
16646,Q18297,1080,1211
16647,Q18321,369,482
16648,Q18331,1,100
16649,Q18412,71,165
16650,Q18412,178,309
16651,Q18502,1,102
16652,Q18508,1,1218
16653,Q18508,1308,1419
16654,Q18508,1577,1676
16655,Q18581,767,861
16656,Q18DN4,53,316
16657,Q18DN4,415,503
16658,Q18DN4,778,890
16659,Q18DN4,1051,1608
16660,Q18DN4,1802,1881
16661,Q18DN4,2088,2170
16662,Q18DN4,2277,2363
16663,Q18DN4,2741,2861
16664,Q18DN4,3290,3369
16665,Q18DN4,3926,4058
16666,Q18DN4,4198,4280
16667,Q18DN4,4657,4774
16668,Q18DN4,5346,5518
16669,Q18DN4,5916,6089
16670,Q18DN4,6905,7101
16671,Q18DN4,7121,7471
16672,Q18DN4,7572,7682
16673,Q18DN4,7788,7903
16674,Q18DN4,8092,8379
16675,Q18DN4,8755,8999
16676,Q18DN4,9057,9159
16677,Q18DR5,339,445
16678,Q18E49,1,76
16679,Q18KS1,277,354
16680,Q18KS1,411,499
16681,Q18LD0,1,85
16682,Q18LD0,321,512
16683,Q18LE2,1,480
16684,Q18LE5,274,380
16685,Q18LF0,1,213
16686,Q18LF2,1,103
16687,Q18LF2,251,381
16688,Q18LF2,556,730
16689,Q18LF2,779,875
16690,Q18LF2,909,1066
16691,Q18LF2,1339,1483
16692,Q18LF3,1,283
16693,Q18LF3,392,520
16694,Q18LF4,13,581
16695,Q18LF5,19,368
16696,Q18LF5,381,481
16697,Q18LF6,152,246
16698,Q19077,1,113
16699,Q19187,1427,1662
16700,Q19191,1,102
16701,Q19203,1,112
16702,Q19267,274,356
16703,Q19272,851,932
16704,Q19272,1106,1271
16705,Q19272,1284,1369
16706,Q19469,573,758
16707,Q19493,1,134
16708,Q19541,1,169
16709,Q19546,1,88
16710,Q19569,1,121
16711,Q196T4,1,105
16712,Q196T5,23,297
16713,Q196T6,66,236
16714,Q196T7,1,90
16715,Q196T9,1,306
16716,Q196T9,388,490
16717,Q196U0,1019,1141
16718,Q196U4,1,254
16719,Q196U5,1,76
16720,Q196U6,1,76
16721,Q196U7,151,335
16722,Q196U7,352,704
16723,Q196U8,1,112
16724,Q196V0,143,257
16725,Q196V1,1,88
16726,Q196V3,82,262
16727,Q196V5,140,246
16728,Q196V8,28,121
16729,Q196V9,1,92
16730,Q196W0,94,212
16731,Q196W1,1,462
16732,Q196W2,1,81
16733,Q196W2,439,520
16734,Q196W7,1,162
16735,Q196W8,1,113
16736,Q196W9,1,361
16737,Q196W9,372,513
16738,Q196W9,672,758
16739,Q196W9,818,1096
16740,Q196X1,1,83
16741,Q196X3,1,183
16742,Q196X3,597,980
16743,Q196X5,46,161
16744,Q196X6,18,135
16745,Q196X6,725,844
16746,Q196X7,69,192
16747,Q196X8,1,93
16748,Q196Y1,1,199
16749,Q196Y2,269,347
16750,Q196Y3,1,147
16751,Q196Y6,24,160
16752,Q196Y6,315,639
16753,Q196Y6,736,834
16754,Q196Y7,1,97
16755,Q196Y8,35,156
16756,Q196Y9,1,221
16757,Q196Z1,1,396
16758,Q196Z3,159,240
16759,Q196Z4,71,193
16760,Q196Z6,1,223
16761,Q196Z7,1,212
16762,Q196Z8,123,232
16763,Q196Z9,1,83
16764,Q196Z9,97,488
16765,Q19775,1,83
16766,Q197A2,1,150
16767,Q197A3,56,130
16768,Q197A4,1,344
16769,Q197A5,1,81
16770,Q197A6,1,270
16771,Q197A7,1,142
16772,Q197A8,446,603
16773,Q197A9,1,128
16774,Q197A9,144,282
16775,Q197B0,1,118
16776,Q197B1,424,683
16777,Q197B3,1,225
16778,Q197B4,137,572
16779,Q197B5,1,90
16780,Q197B8,1,159
16781,Q197C0,1,83
16782,Q197C1,1,443
16783,Q197C2,1,129
16784,Q197C2,287,546
16785,Q197C3,1,113
16786,Q197C4,54,258
16787,Q197C5,1,186
16788,Q197C5,505,655
16789,Q197C5,762,1098
16790,Q197C6,44,171
16791,Q197C7,1,194
16792,Q197C8,1,169
16793,Q197C9,32,142
16794,Q197D2,1,337
16795,Q197D3,1,112
16796,Q197D4,1,226
16797,Q197D5,20,178
16798,Q197D6,388,465
16799,Q197D7,1,106
16800,Q197D8,1,115
16801,Q197D9,1,115
16802,Q197E2,1,165
16803,Q197E3,1,289
16804,Q197E4,1,1066
16805,Q197E5,1,142
16806,Q197E8,30,373
16807,Q197E9,1,94
16808,Q197E9,134,256
16809,Q197E9,272,751
16810,Q197F0,48,180
16811,Q197F2,76,347
16812,Q197F3,1,181
16813,Q197F4,216,494
16814,Q197F5,23,217
16815,Q197F6,1,135
16816,Q197F6,203,401
16817,Q197F7,71,156
16818,Q197F8,1,349
16819,Q197F9,1,148
16820,Q19848,524,610
16821,Q19857,730,853
16822,Q19857,868,944
16823,Q1ACJ1,1,129
16824,Q1B550,136,236
16825,Q1C669,1,142
16826,Q1C6B1,1,95
16827,Q1CBF6,141,220
16828,Q1CHL1,1,142
16829,Q1CHQ3,1,95
16830,Q1CNB0,141,220
16831,Q1CTC3,284,393
16832,Q1CW46,596,746
16833,Q1D823,122,406
16834,Q1DHB2,217,362
16835,Q1DHP3,1,165
16836,Q1DKE6,1,172
16837,Q1DLC7,169,283
16838,Q1DLC7,329,404
16839,Q1DLD2,435,614
16840,Q1DUF9,200,281
16841,Q1DWP9,1,115
16842,Q1DY43,1,112
16843,Q1DY43,125,252
16844,Q1DZK8,1,96
16845,Q1DZL3,662,1092
16846,Q1E145,1130,1288
16847,Q1E1H4,754,1008
16848,Q1E1H4,1028,1204
16849,Q1E2B2,124,198
16850,Q1E306,25,131
16851,Q1E6Q3,1,79
16852,Q1E736,544,618
16853,Q1E7G6,667,746
16854,Q1E7Y4,1,106
16855,Q1E8Q5,1,91
16856,Q1EA11,1,98
16857,Q1EAK2,26,149
16858,Q1EAK2,706,1238
16859,Q1EAK2,1255,1374
16860,Q1EAK2,1388,1554
16861,Q1EB85,1,95
16862,Q1EG27,1119,1289
16863,Q1EHB3,1035,1209
16864,Q1G3L1,1,82
16865,Q1G3Y1,20,105
16866,Q1GF96,1,75
16867,Q1GHI0,382,457
16868,Q1HA20,14,105
16869,Q1HRV8,282,358
16870,Q1HVC1,1,132
16871,Q1HVD1,60,178
16872,Q1HVD1,191,280
16873,Q1HVD3,1,147
16874,Q1HVF8,241,421
16875,Q1HVG0,1,80
16876,Q1HVG4,405,558
16877,Q1HVG4,577,696
16878,Q1HVG4,762,933
16879,Q1HVH2,63,142
16880,Q1HVH2,179,258
16881,Q1HVJ0,1,110
16882,Q1I0U1,59,193
16883,Q1I0U2,1,92
16884,Q1I0U2,104,236
16885,Q1I0U3,1,142
16886,Q1I0U3,243,393
16887,Q1I0U4,1,458
16888,Q1I0U5,1,485
16889,Q1I0U6,1,111
16890,Q1I0U6,124,521
16891,Q1I0U7,1,195
16892,Q1I0U7,304,509
16893,Q1I0U8,1,916
16894,Q1I0U9,116,450
16895,Q1I0U9,464,891
16896,Q1I0U9,904,998
16897,Q1I0V0,1,664
16898,Q1I0V0,677,1371
16899,Q1I0V1,73,393
16900,Q1I0V1,413,488
16901,Q1I0V1,550,819
16902,Q1I0V1,845,1228
16903,Q1I0V1,1288,1439
16904,Q1I0V1,1453,1544
16905,Q1I0V1,1554,1660
16906,Q1I3R6,748,855
16907,Q1I7Z8,1,90
16908,Q1IDB9,1,134
16909,Q1IWK0,204,331
16910,Q1J501,148,227
16911,Q1JA07,148,227
16912,Q1JF50,148,227
16913,Q1JK54,148,227
16914,Q1JPD2,1,85
16915,Q1JPD3,1,76
16916,Q1JQ97,439,519
16917,Q1K5S5,373,484
16918,Q1K722,545,659
16919,Q1K8F6,1,79
16920,Q1K8F7,1,78
16921,Q1KKR8,14,113
16922,Q1KKW7,1,82
16923,Q1KVQ9,1,262
16924,Q1KVQ9,275,362
16925,Q1KVQ9,387,480
16926,Q1KVQ9,575,814
16927,Q1KVQ9,857,1032
16928,Q1KVQ9,1041,1175
16929,Q1KVQ9,1189,1331
16930,Q1KVQ9,1437,1665
16931,Q1KVQ9,1676,2067
16932,Q1KVV9,187,268
16933,Q1KVX8,1,111
16934,Q1KXH4,1,184
16935,Q1KXR1,1,184
16936,Q1KZ56,1,490
16937,Q1KZ57,1,130
16938,Q1KZ58,101,209
16939,Q1KZ59,1,153
16940,Q1KZ59,519,664
16941,Q1KZ59,804,943
16942,Q1KZ59,1054,1382
16943,Q1KZ59,1395,1557
16944,Q1KZ59,1841,2053
16945,Q1L8G6,900,1060
16946,Q1L8L6,517,701
16947,Q1L994,1,131
16948,Q1LM60,1,108
16949,Q1LSQ2,517,602
16950,Q1LT91,1,93
16951,Q1LVC2,1,124
16952,Q1LVC2,1244,1319
16953,Q1LXK4,76,182
16954,Q1LXK5,1,97
16955,Q1MJ97,394,494
16956,Q1MLH5,393,473
16957,Q1MTN3,1,307
16958,Q1MTN3,327,888
16959,Q1MTQ1,1,164
16960,Q1MTR1,380,497
16961,Q1MX22,28,177
16962,Q1PDG8,1,82
16963,Q1PDP9,1,82
16964,Q1PE49,64,247
16965,Q1PFC2,248,332
16966,Q1PFC5,1,107
16967,Q1PFS7,1,84
16968,Q1PFW3,32,165
16969,Q1PW30,1,117
16970,Q1PW30,388,558
16971,Q1Q0T2,1,82
16972,Q1Q0T2,394,483
16973,Q1Q0T2,588,809
16974,Q1Q833,160,315
16975,Q1Q999,1,178
16976,Q1QD97,119,207
16977,Q1QMN7,232,332
16978,Q1QST4,1,90
16979,Q1QWB1,302,410
16980,Q1QZP3,20,109
16981,Q1R1V4,26,119
16982,Q1R1W4,1,103
16983,Q1R1Y6,1,213
16984,Q1R4S0,1,97
16985,Q1R988,1,141
16986,Q1R9D1,1,96
16987,Q1RAI4,1,76
16988,Q1RFQ3,1,116
16989,Q1RGN9,310,430
16990,Q1RH18,1,330
16991,Q1RH18,574,754
16992,Q1RH18,836,1039
16993,Q1RH19,11,405
16994,Q1RH19,496,627
16995,Q1RH20,1,600
16996,Q1RH20,799,880
16997,Q1RH21,1,419
16998,Q1RH21,432,515
16999,Q1RH22,20,296
17000,Q1RH22,522,1157
17001,Q1RHG2,1,134
17002,Q1RHH3,1,75
17003,Q1RHR3,1,95
17004,Q1RHT6,428,614
17005,Q1RHU9,299,387
17006,Q1RI12,1,90
17007,Q1RI12,559,694
17008,Q1RI24,1,163
17009,Q1RI31,394,559
17010,Q1RI56,80,214
17011,Q1RID2,78,249
17012,Q1RID2,576,775
17013,Q1RIY2,286,366
17014,Q1RIZ9,1,207
17015,Q1RIZ9,471,565
17016,Q1RIZ9,755,832
17017,Q1RJ28,156,231
17018,Q1RJ81,18,106
17019,Q1RJB3,123,284
17020,Q1RJI4,1,190
17021,Q1RJN6,226,334
17022,Q1RJQ6,1,125
17023,Q1RJR4,1,107
17024,Q1RJR4,123,293
17025,Q1RJX2,169,284
17026,Q1RK13,57,218
17027,Q1RK79,165,245
17028,Q1RKN3,111,293
17029,Q1RKN3,1821,1919
17030,Q1RMP7,1,78
17031,Q1RMR5,390,472
17032,Q1T7F1,1,81
17033,Q1W209,1,222
17034,Q1WNZ7,1,799
17035,Q1XDM4,408,516
17036,Q1XDP8,119,287
17037,Q1XDQ3,95,612
17038,Q1XDS6,396,509
17039,Q1XG89,1,439
17040,Q1XGE2,174,345
17041,Q1ZXC8,433,510
17042,Q1ZXE1,506,710
17043,Q1ZXE1,761,896
17044,Q1ZXJ7,95,172
17045,Q1ZXL0,726,808
17046,Q1ZXQ9,22,111
17047,Q1ZZS1,1,120
17048,Q20010,1,117
17049,Q20010,132,388
17050,Q20026,1,84
17051,Q20059,422,511
17052,Q20060,1475,1549
17053,Q20443,325,441
17054,Q20595,631,727
17055,Q20646,1,222
17056,Q20681,1,77
17057,Q20745,1,203
17058,Q20797,1,105
17059,Q208S2,1,84
17060,Q20911,770,869
17061,Q20911,2069,2216
17062,Q20911,2759,2988
17063,Q20930,1,148
17064,Q20EU8,1,198
17065,Q20EU8,275,729
17066,Q20EZ8,26,524
17067,Q20EZ8,540,630
17068,Q20EZ8,647,799
17069,Q20EZ8,812,1008
17070,Q20EZ8,1757,2292
17071,Q21006,1,149
17072,Q21017,711,822
17073,Q21041,1,121
17074,Q21045,1,179
17075,Q21156,20,110
17076,Q21194,320,431
17077,Q21222,1,75
17078,Q21446,1,272
17079,Q21446,343,539
17080,Q21508,1,83
17081,Q215E9,259,334
17082,Q21920,1,200
17083,Q21920,2410,2490
17084,Q21926,1055,1141
17085,Q21FJ0,1,75
17086,Q21FJ0,582,686
17087,Q21KP6,1,177
17088,Q21MB6,304,413
17089,Q22058,1,180
17090,Q22122,162,248
17091,Q22271,1,151
17092,Q22531,1028,1146
17093,Q22634,15,145
17094,Q22638,176,269
17095,Q22647,1,101
17096,Q22708,525,618
17097,Q22756,1,106
17098,Q22811,1,107
17099,Q22835,71,165
17100,Q22908,74,184
17101,Q23064,1,111
17102,Q23064,275,426
17103,Q23064,572,799
17104,Q23064,815,1006
17105,Q23495,1,229
17106,Q23525,1,93
17107,Q23541,944,1156
17108,Q23541,1265,1387
17109,Q23885,1,163
17110,Q23924,544,632
17111,Q23972,766,868
17112,Q23973,1,82
17113,Q23AS2,34,164
17114,Q23AS2,216,376
17115,Q23AS2,413,566
17116,Q23FE2,154,242
17117,Q23K29,1,88
17118,Q23MT7,89,189
17119,Q23MT7,203,291
17120,Q23MT7,1048,1123
17121,Q24008,1,82
17122,Q24009,1,160
17123,Q24049,66,180
17124,Q24106,242,327
17125,Q24141,223,368
17126,Q24210,94,190
17127,Q24211,161,281
17128,Q24211,462,768
17129,Q24270,2194,2324
17130,Q24418,902,997
17131,Q24434,1,101
17132,Q24434,116,214
17133,Q24434,229,479
17134,Q24451,1,83
17135,Q24459,91,201
17136,Q24509,49,142
17137,Q24546,626,700
17138,Q24546,840,957
17139,Q24570,62,138
17140,Q24574,1,127
17141,Q24595,60,180
17142,Q24595,279,383
17143,Q24618,415,495
17144,Q24702,421,511
17145,Q24731,266,400
17146,Q24732,1,118
17147,Q24732,279,353
17148,Q24741,245,386
17149,Q24762,284,361
17150,Q24762,542,618
17151,Q24998,1,134
17152,Q24LI1,787,944
17153,Q24LI4,1,90
17154,Q24LI4,256,356
17155,Q25060,18,406
17156,Q25077,19,132
17157,Q25132,1,93
17158,Q25132,134,248
17159,Q25338,1,455
17160,Q25338,970,1214
17161,Q25386,1,82
17162,Q25386,414,585
17163,Q25390,1,81
17164,Q25390,460,607
17165,Q25410,1406,1492
17166,Q25413,1,95
17167,Q25413,108,188
17168,Q25452,1568,1687
17169,Q25460,218,423
17170,Q25460,642,739
17171,Q25461,33,196
17172,Q25490,1585,1947
17173,Q25490,1961,2630
17174,Q25490,3020,3305
17175,Q255H9,66,145
17176,Q256H8,1,135
17177,Q25BG3,1,143
17178,Q25BG5,1,126
17179,Q25BG7,1,85
17180,Q25BG8,41,230
17181,Q25BG8,315,505
17182,Q25BG9,1,281
17183,Q25BH0,1,93
17184,Q25BH2,1,83
17185,Q25BH5,1,123
17186,Q25BH7,27,145
17187,Q25BH8,1,79
17188,Q25BH9,134,250
17189,Q25BI2,1,99
17190,Q25BI3,1,299
17191,Q25BI3,599,717
17192,Q25BI4,1,105
17193,Q25BJ2,1,80
17194,Q25BJ3,1,88
17195,Q26307,1,219
17196,Q26307,274,390
17197,Q26454,1,137
17198,Q26539,1,104
17199,Q26605,56,176
17200,Q26626,723,828
17201,Q26627,367,461
17202,Q27002,1,189
17203,Q27172,76,298
17204,Q27173,14,386
17205,Q27174,13,386
17206,Q27180,1,172
17207,Q27180,187,369
17208,Q27181,14,345
17209,Q27182,1,328
17210,Q27309,1026,1442
17211,Q27309,1646,1782
17212,Q27355,1,99
17213,Q27355,120,199
17214,Q27355,216,348
17215,Q27365,1,124
17216,Q27365,141,362
17217,Q27365,418,568
17218,Q27365,599,719
17219,Q27395,1273,1396
17220,Q27409,514,660
17221,Q27450,463,698
17222,Q27533,1154,1235
17223,Q27675,32,127
17224,Q27675,1241,1380
17225,Q27905,65,140
17226,Q27906,19,150
17227,Q27913,1,83
17228,Q27934,22,125
17229,Q27934,167,297
17230,Q27995,1,198
17231,Q27IV2,1,456
17232,Q27J49,21,100
17233,Q27Q53,1,81
17234,Q27YG7,1,244
17235,Q27YG7,258,931
17236,Q27YG8,50,234
17237,Q27YG9,1,113
17238,Q27YG9,126,327
17239,Q27YG9,464,569
17240,Q27YG9,582,1592
17241,Q27YH0,1,225
17242,Q27YH0,241,475
17243,Q27YU0,1,135
17244,Q28019,1,91
17245,Q28019,218,337
17246,Q28083,62,145
17247,Q28156,1,87
17248,Q28181,55,194
17249,Q28181,239,353
17250,Q28201,52,177
17251,Q28298,236,682
17252,Q28343,1014,1095
17253,Q28343,1119,1215
17254,Q28558,405,518
17255,Q28824,102,285
17256,Q288N6,25,175
17257,Q288N7,1,428
17258,Q288N7,586,839
17259,Q288N7,2038,2145
17260,Q28983,1,95
17261,Q28BL7,1,96
17262,Q28BL7,621,739
17263,Q28C33,718,829
17264,Q28C34,1,82
17265,Q28E61,714,798
17266,Q28EM1,410,495
17267,Q28FY0,395,470
17268,Q28I90,1,98
17269,Q28Q15,178,258
17270,Q28WQ1,909,1074
17271,Q28WQ1,1278,1368
17272,Q28WQ1,1381,1473
17273,Q28X18,1,101
17274,Q28XQ5,354,444
17275,Q28Z18,1,110
17276,Q29076,1,79
17277,Q29076,606,687
17278,Q290S5,56,195
17279,Q291H8,143,292
17280,Q292N4,1199,1305
17281,Q292N4,1362,1446
17282,Q29441,1,82
17283,Q295C6,1,81
17284,Q295T3,25,244
17285,Q296F7,915,1004
17286,Q296Q5,1,101
17287,Q296Q5,1286,1398
17288,Q297G3,192,294
17289,Q299L3,1,88
17290,Q299P8,1,235
17291,Q29A33,438,550
17292,Q29B55,23,102
17293,Q29B72,60,189
17294,Q29BL9,591,699
17295,Q29CA0,20,155
17296,Q29CW0,81,247
17297,Q29CW0,341,432
17298,Q29CW2,73,166
17299,Q29CW2,242,351
17300,Q29CW2,371,573
17301,Q29EQ3,1110,1216
17302,Q29EQ3,1840,1963
17303,Q29EQ3,2034,2146
17304,Q29EQ3,2580,2656
17305,Q29EQ3,2680,2761
17306,Q29EQ3,2803,2887
17307,Q29EQ3,2908,3039
17308,Q29EQ3,3159,3266
17309,Q29FC1,557,738
17310,Q29FE9,290,366
17311,Q29FE9,486,647
17312,Q29HW3,1,125
17313,Q29HW3,172,255
17314,Q29IM7,1,235
17315,Q29KK2,24,150
17316,Q29KK2,167,290
17317,Q29KL8,949,1027
17318,Q29KL8,1253,1556
17319,Q29L39,1,148
17320,Q29L50,1,90
17321,Q29L50,103,189
17322,Q29L50,202,277
17323,Q29L50,852,929
17324,Q29LT4,1,78
17325,Q29LW1,578,673
17326,Q29PV4,1,86
17327,Q29RU0,1,95
17328,Q29RU2,11,169
17329,Q29S22,382,457
17330,Q2EEM0,1,76
17331,Q2EEQ3,1,106
17332,Q2EEX4,311,471
17333,Q2EEX5,1,153
17334,Q2EEX5,268,712
17335,Q2EEX5,733,863
17336,Q2EEX5,891,1168
17337,Q2EEX7,1,195
17338,Q2EEX7,317,475
17339,Q2EEX7,489,806
17340,Q2EEX7,1155,1244
17341,Q2EEX7,1260,1460
17342,Q2EI20,506,590
17343,Q2FDK5,35,110
17344,Q2FDM1,1,175
17345,Q2FDT8,1,136
17346,Q2FDU2,1,165
17347,Q2FE79,349,436
17348,Q2FEC8,107,209
17349,Q2FEG1,96,419
17350,Q2FEV9,1,86
17351,Q2FF31,1,90
17352,Q2FGW1,60,200
17353,Q2FH04,9571,9650
17354,Q2FI55,1,176
17355,Q2FIK4,1,275
17356,Q2FIP5,1,83
17357,Q2FPX3,272,442
17358,Q2FUW1,35,110
17359,Q2FUW5,141,319
17360,Q2FUW9,106,370
17361,Q2FUW9,393,572
17362,Q2FUX3,1,175
17363,Q2FV52,1,136
17364,Q2FV54,491,603
17365,Q2FV56,1,165
17366,Q2FVK5,349,436
17367,Q2FVQ2,107,209
17368,Q2FVT1,96,419
17369,Q2FW79,1,86
17370,Q2FWF8,1,90
17371,Q2FYF1,60,200
17372,Q2FYJ6,8947,9023
17373,Q2FZK7,1,170
17374,Q2FZK7,1013,1099
17375,Q2FZP2,1,176
17376,Q2G012,1,275
17377,Q2G061,1,83
17378,Q2G0E1,231,307
17379,Q2G0X7,25,112
17380,Q2G107,1,79
17381,Q2G260,45,199
17382,Q2G2M2,1,97
17383,Q2G2M2,148,228
17384,Q2GIB5,1,86
17385,Q2GIB5,211,299
17386,Q2GIB5,335,412
17387,Q2GIB5,459,537
17388,Q2GNN3,1,117
17389,Q2GTG9,763,887
17390,Q2GW22,35,111
17391,Q2GXM1,225,392
17392,Q2GZN9,1086,1255
17393,Q2H0D3,498,680
17394,Q2HA54,1,117
17395,Q2HAD8,131,219
17396,Q2HDU8,876,1066
17397,Q2HEW5,27,275
17398,Q2HEW5,373,665
17399,Q2HEW7,108,246
17400,Q2HEW7,259,492
17401,Q2HFQ4,35,110
17402,Q2HJI0,206,292
17403,Q2HQL6,22,121
17404,Q2HR71,241,328
17405,Q2HR71,424,680
17406,Q2HR73,221,431
17407,Q2HR73,520,647
17408,Q2HR73,710,911
17409,Q2HR75,130,236
17410,Q2HR85,229,375
17411,Q2HRD4,273,550
17412,Q2HY54,1,79
17413,Q2I2P1,1,85
17414,Q2I2P8,1,83
17415,Q2IA00,1733,1812
17416,Q2IW80,234,331
17417,Q2J0X3,1,76
17418,Q2J6N0,23,99
17419,Q2J8V6,23,106
17420,Q2JHC7,1,108
17421,Q2JRR7,1,153
17422,Q2JV31,441,557
17423,Q2KG01,1096,1196
17424,Q2KHI9,739,846
17425,Q2KHI9,900,1041
17426,Q2KHT3,938,1053
17427,Q2KIP2,91,202
17428,Q2KIY6,284,393
17429,Q2KNE5,494,593
17430,Q2LAE1,1,233
17431,Q2LAE1,255,377
17432,Q2LCP4,17,337
17433,Q2LCP4,394,568
17434,Q2LCP4,607,760
17435,Q2LCQ0,71,388
17436,Q2LKU9,11,126
17437,Q2LKV2,1,83
17438,Q2LKV5,1,120
17439,Q2LKW6,1,120
17440,Q2LKX9,1,79
17441,Q2LPW5,617,723
17442,Q2LZ62,38,112
17443,Q2LZB1,839,931
17444,Q2M1D1,1,397
17445,Q2M1P5,1134,1343
17446,Q2M2E5,1,130
17447,Q2M2H8,2165,2247
17448,Q2M405,52,258
17449,Q2M408,1,105
17450,Q2M408,114,349
17451,Q2M7X4,1,97
17452,Q2MGH6,1627,1734
17453,Q2MIC9,1507,1607
17454,Q2NJ16,1,128
17455,Q2NL57,1,141
17456,Q2NL57,151,374
17457,Q2NNU1,25,134
17458,Q2NNU1,233,375
17459,Q2NSK1,1,95
17460,Q2NSV5,264,353
17461,Q2PBY4,1,88
17462,Q2PBY4,2376,2474
17463,Q2PBY4,3043,3127
17464,Q2PBY4,3463,3563
17465,Q2PBY5,1135,1237
17466,Q2PE51,21,100
17467,Q2PIT3,1,89
17468,Q2PMM5,1549,1628
17469,Q2PMM5,1878,2287
17470,Q2PP52,1,177
17471,Q2PQA9,866,963
17472,Q2PZL6,21,98
17473,Q2QI47,3161,3448
17474,Q2QI47,4924,5041
17475,Q2QI47,5054,5193
17476,Q2QM62,161,297
17477,Q2QNS6,1,75
17478,Q2QRN7,287,438
17479,Q2QV81,127,267
17480,Q2QZF2,94,284
17481,Q2QZF2,836,1125
17482,Q2R8L1,961,1080
17483,Q2R8L1,1220,1301
17484,Q2RRV2,248,333
17485,Q2SRI1,1,135
17486,Q2ST71,800,917
17487,Q2T103,24,128
17488,Q2T103,184,288
17489,Q2T2K1,1,142
17490,Q2T703,127,437
17491,Q2T711,1,81
17492,Q2T7Q0,64,146
17493,Q2T7Q0,158,270
17494,Q2T9I9,1415,1555
17495,Q2T9P4,260,340
17496,Q2T9W6,326,400
